		rho
EN-le-95-100	ES-pd-90-95	-0.02
EN-le-95-100	ES-pd-95-100	-0.12
EN-cp-0-5	ES-cr-0-5	0.07
EN-cp-0-5	ES-cr-5-10	-0.06
EN-cp-0-5	ES-cr-10-20	-0.02
EN-cp-0-5	ES-cr-20-30	-0.04
EN-cp-0-5	ES-cr-30-50	-0.07
EN-cp-0-5	ES-cr-50-70	-0.08
EN-cp-0-5	ES-cr-70-80	-0.05
EN-cp-0-5	ES-cr-80-90	-0.03
EN-cp-0-5	ES-cr-90-95	0.10
EN-cp-0-5	ES-cr-95-100	0.15
EN-cp-0-5	ES-sr-0-5	0.51
EN-cp-0-5	ES-sr-5-10	0.44
EN-cp-0-5	ES-sr-10-20	0.58
EN-cp-0-5	ES-sr-20-30	0.59
EN-cp-0-5	ES-sr-30-50	0.64
EN-cp-0-5	ES-sr-50-70	0.63
EN-cp-0-5	ES-sr-70-80	0.57
EN-cp-0-5	ES-sr-80-90	0.59
EN-cp-0-5	ES-sr-90-95	0.53
EN-cp-0-5	ES-sr-95-100	0.39
EN-cp-0-5	ES-tl-0-5	0.10
EN-cp-0-5	ES-tl-5-10	0.04
EN-cp-0-5	ES-tl-10-20	-0.02
EN-cp-0-5	ES-tl-20-30	-0.03
EN-cp-0-5	ES-tl-30-50	0.02
EN-cp-0-5	ES-tl-50-70	-0.01
EN-cp-0-5	ES-tl-70-80	0.02
EN-cp-0-5	ES-tl-80-90	0.11
EN-cp-0-5	ES-tl-90-95	0.22
EN-cp-0-5	ES-tl-95-100	0.23
EN-cp-0-5	ES-th-0-5	0.23
EN-cp-0-5	ES-th-5-10	0.12
EN-cp-0-5	ES-th-10-20	0.04
EN-cp-0-5	ES-th-20-30	-0.03
EN-cp-0-5	ES-th-30-50	-0.12
EN-cp-0-5	ES-th-50-70	-0.11
EN-cp-0-5	ES-th-70-80	-0.10
EN-cp-0-5	ES-th-80-90	-0.10
EN-cp-0-5	ES-th-90-95	0.01
EN-cp-0-5	ES-th-95-100	0.11
EN-cp-0-5	ES-wp-0-5	-0.10
EN-cp-0-5	ES-wp-5-10	-0.24
EN-cp-0-5	ES-wp-10-20	-0.29
EN-cp-0-5	ES-wp-20-30	-0.32
EN-cp-0-5	ES-wp-30-50	-0.32
EN-cp-0-5	ES-wp-50-70	-0.30
EN-cp-0-5	ES-wp-70-80	-0.30
EN-cp-0-5	ES-wp-80-90	-0.25
EN-cp-0-5	ES-wp-90-95	-0.11
EN-cp-0-5	ES-wp-95-100	-0.02
EN-cp-0-5	ES-np-0-5	0.16
EN-cp-0-5	ES-np-5-10	0.02
EN-cp-0-5	ES-np-10-20	-0.12
EN-cp-0-5	ES-np-20-30	-0.19
EN-cp-0-5	ES-np-30-50	-0.24
EN-cp-0-5	ES-np-50-70	-0.21
EN-cp-0-5	ES-np-70-80	-0.10
EN-cp-0-5	ES-np-80-90	-0.00
EN-cp-0-5	ES-np-90-95	0.10
EN-cp-0-5	ES-np-95-100	0.14
EN-cp-0-5	ES-vo-0-5	0.38
EN-cp-0-5	ES-vo-5-10	0.22
EN-cp-0-5	ES-vo-10-20	0.06
EN-cp-0-5	ES-vo-20-30	-0.05
EN-cp-0-5	ES-vo-30-50	-0.14
EN-cp-0-5	ES-vo-50-70	-0.15
EN-cp-0-5	ES-vo-70-80	-0.07
EN-cp-0-5	ES-vo-80-90	0.10
EN-cp-0-5	ES-vo-90-95	0.29
EN-cp-0-5	ES-vo-95-100	0.24
EN-cp-0-5	ES-le-0-5	-0.44
EN-cp-0-5	ES-le-5-10	-0.40
EN-cp-0-5	ES-le-10-20	-0.40
EN-cp-0-5	ES-le-20-30	-0.43
EN-cp-0-5	ES-le-30-50	-0.45
EN-cp-0-5	ES-le-50-70	-0.53
EN-cp-0-5	ES-le-70-80	-0.48
EN-cp-0-5	ES-le-80-90	-0.50
EN-cp-0-5	ES-le-90-95	-0.41
EN-cp-0-5	ES-le-95-100	-0.51
EN-cp-0-5	ES-cp-0-5	0.72
EN-cp-0-5	ES-cp-5-10	0.69
EN-cp-0-5	ES-cp-10-20	0.68
EN-cp-0-5	ES-cp-20-30	0.66
EN-cp-0-5	ES-cp-30-50	0.67
EN-cp-0-5	ES-cp-50-70	0.69
EN-cp-0-5	ES-cp-70-80	0.65
EN-cp-0-5	ES-cp-80-90	0.66
EN-cp-0-5	ES-cp-90-95	0.64
EN-cp-0-5	ES-cp-95-100	0.58
EN-cp-0-5	ES-pd-0-5	0.10
EN-cp-0-5	ES-pd-5-10	-0.01
EN-cp-0-5	ES-pd-10-20	-0.04
EN-cp-0-5	ES-pd-20-30	-0.04
EN-cp-0-5	ES-pd-30-50	-0.02
EN-cp-0-5	ES-pd-50-70	-0.03
EN-cp-0-5	ES-pd-70-80	-0.08
EN-cp-0-5	ES-pd-80-90	-0.09
EN-cp-0-5	ES-pd-90-95	-0.02
EN-cp-0-5	ES-pd-95-100	0.12
EN-cp-5-10	ES-cr-0-5	0.09
EN-cp-5-10	ES-cr-5-10	-0.07
EN-cp-5-10	ES-cr-10-20	-0.02
EN-cp-5-10	ES-cr-20-30	-0.04
EN-cp-5-10	ES-cr-30-50	-0.07
EN-cp-5-10	ES-cr-50-70	-0.08
EN-cp-5-10	ES-cr-70-80	-0.05
EN-cp-5-10	ES-cr-80-90	-0.01
EN-cp-5-10	ES-cr-90-95	0.11
EN-cp-5-10	ES-cr-95-100	0.15
EN-cp-5-10	ES-sr-0-5	0.50
EN-cp-5-10	ES-sr-5-10	0.41
EN-cp-5-10	ES-sr-10-20	0.53
EN-cp-5-10	ES-sr-20-30	0.54
EN-cp-5-10	ES-sr-30-50	0.59
EN-cp-5-10	ES-sr-50-70	0.60
EN-cp-5-10	ES-sr-70-80	0.54
EN-cp-5-10	ES-sr-80-90	0.55
EN-cp-5-10	ES-sr-90-95	0.50
EN-cp-5-10	ES-sr-95-100	0.39
EN-cp-5-10	ES-tl-0-5	0.08
EN-cp-5-10	ES-tl-5-10	0.04
EN-cp-5-10	ES-tl-10-20	-0.00
EN-cp-5-10	ES-tl-20-30	-0.04
EN-cp-5-10	ES-tl-30-50	0.01
EN-cp-5-10	ES-tl-50-70	-0.02
EN-cp-5-10	ES-tl-70-80	0.02
EN-cp-5-10	ES-tl-80-90	0.11
EN-cp-5-10	ES-tl-90-95	0.20
EN-cp-5-10	ES-tl-95-100	0.19
EN-cp-5-10	ES-th-0-5	0.22
EN-cp-5-10	ES-th-5-10	0.13
EN-cp-5-10	ES-th-10-20	0.05
EN-cp-5-10	ES-th-20-30	-0.02
EN-cp-5-10	ES-th-30-50	-0.12
EN-cp-5-10	ES-th-50-70	-0.11
EN-cp-5-10	ES-th-70-80	-0.09
EN-cp-5-10	ES-th-80-90	-0.08
EN-cp-5-10	ES-th-90-95	0.05
EN-cp-5-10	ES-th-95-100	0.13
EN-cp-5-10	ES-wp-0-5	-0.09
EN-cp-5-10	ES-wp-5-10	-0.23
EN-cp-5-10	ES-wp-10-20	-0.29
EN-cp-5-10	ES-wp-20-30	-0.32
EN-cp-5-10	ES-wp-30-50	-0.33
EN-cp-5-10	ES-wp-50-70	-0.31
EN-cp-5-10	ES-wp-70-80	-0.30
EN-cp-5-10	ES-wp-80-90	-0.24
EN-cp-5-10	ES-wp-90-95	-0.09
EN-cp-5-10	ES-wp-95-100	-0.02
EN-cp-5-10	ES-np-0-5	0.14
EN-cp-5-10	ES-np-5-10	0.04
EN-cp-5-10	ES-np-10-20	-0.08
EN-cp-5-10	ES-np-20-30	-0.17
EN-cp-5-10	ES-np-30-50	-0.23
EN-cp-5-10	ES-np-50-70	-0.21
EN-cp-5-10	ES-np-70-80	-0.09
EN-cp-5-10	ES-np-80-90	0.02
EN-cp-5-10	ES-np-90-95	0.12
EN-cp-5-10	ES-np-95-100	0.14
EN-cp-5-10	ES-vo-0-5	0.36
EN-cp-5-10	ES-vo-5-10	0.27
EN-cp-5-10	ES-vo-10-20	0.11
EN-cp-5-10	ES-vo-20-30	-0.04
EN-cp-5-10	ES-vo-30-50	-0.14
EN-cp-5-10	ES-vo-50-70	-0.15
EN-cp-5-10	ES-vo-70-80	-0.04
EN-cp-5-10	ES-vo-80-90	0.13
EN-cp-5-10	ES-vo-90-95	0.31
EN-cp-5-10	ES-vo-95-100	0.22
EN-cp-5-10	ES-le-0-5	-0.41
EN-cp-5-10	ES-le-5-10	-0.39
EN-cp-5-10	ES-le-10-20	-0.41
EN-cp-5-10	ES-le-20-30	-0.42
EN-cp-5-10	ES-le-30-50	-0.44
EN-cp-5-10	ES-le-50-70	-0.52
EN-cp-5-10	ES-le-70-80	-0.47
EN-cp-5-10	ES-le-80-90	-0.49
EN-cp-5-10	ES-le-90-95	-0.42
EN-cp-5-10	ES-le-95-100	-0.51
EN-cp-5-10	ES-cp-0-5	0.68
EN-cp-5-10	ES-cp-5-10	0.70
EN-cp-5-10	ES-cp-10-20	0.70
EN-cp-5-10	ES-cp-20-30	0.66
EN-cp-5-10	ES-cp-30-50	0.66
EN-cp-5-10	ES-cp-50-70	0.67
EN-cp-5-10	ES-cp-70-80	0.65
EN-cp-5-10	ES-cp-80-90	0.67
EN-cp-5-10	ES-cp-90-95	0.64
EN-cp-5-10	ES-cp-95-100	0.56
EN-cp-5-10	ES-pd-0-5	0.10
EN-cp-5-10	ES-pd-5-10	-0.00
EN-cp-5-10	ES-pd-10-20	-0.05
EN-cp-5-10	ES-pd-20-30	-0.04
EN-cp-5-10	ES-pd-30-50	-0.01
EN-cp-5-10	ES-pd-50-70	-0.02
EN-cp-5-10	ES-pd-70-80	-0.07
EN-cp-5-10	ES-pd-80-90	-0.08
EN-cp-5-10	ES-pd-90-95	0.01
EN-cp-5-10	ES-pd-95-100	0.13
EN-cp-10-20	ES-cr-0-5	0.10
EN-cp-10-20	ES-cr-5-10	-0.05
EN-cp-10-20	ES-cr-10-20	-0.03
EN-cp-10-20	ES-cr-20-30	-0.02
EN-cp-10-20	ES-cr-30-50	-0.08
EN-cp-10-20	ES-cr-50-70	-0.06
EN-cp-10-20	ES-cr-70-80	-0.04
EN-cp-10-20	ES-cr-80-90	-0.02
EN-cp-10-20	ES-cr-90-95	0.10
EN-cp-10-20	ES-cr-95-100	0.15
EN-cp-10-20	ES-sr-0-5	0.51
EN-cp-10-20	ES-sr-5-10	0.43
EN-cp-10-20	ES-sr-10-20	0.51
EN-cp-10-20	ES-sr-20-30	0.53
EN-cp-10-20	ES-sr-30-50	0.59
EN-cp-10-20	ES-sr-50-70	0.59
EN-cp-10-20	ES-sr-70-80	0.54
EN-cp-10-20	ES-sr-80-90	0.55
EN-cp-10-20	ES-sr-90-95	0.49
EN-cp-10-20	ES-sr-95-100	0.38
EN-cp-10-20	ES-tl-0-5	0.08
EN-cp-10-20	ES-tl-5-10	0.04
EN-cp-10-20	ES-tl-10-20	-0.00
EN-cp-10-20	ES-tl-20-30	-0.03
EN-cp-10-20	ES-tl-30-50	0.02
EN-cp-10-20	ES-tl-50-70	-0.00
EN-cp-10-20	ES-tl-70-80	0.03
EN-cp-10-20	ES-tl-80-90	0.10
EN-cp-10-20	ES-tl-90-95	0.20
EN-cp-10-20	ES-tl-95-100	0.20
EN-cp-10-20	ES-th-0-5	0.21
EN-cp-10-20	ES-th-5-10	0.14
EN-cp-10-20	ES-th-10-20	0.08
EN-cp-10-20	ES-th-20-30	-0.01
EN-cp-10-20	ES-th-30-50	-0.12
EN-cp-10-20	ES-th-50-70	-0.10
EN-cp-10-20	ES-th-70-80	-0.10
EN-cp-10-20	ES-th-80-90	-0.08
EN-cp-10-20	ES-th-90-95	0.03
EN-cp-10-20	ES-th-95-100	0.13
EN-cp-10-20	ES-wp-0-5	-0.08
EN-cp-10-20	ES-wp-5-10	-0.21
EN-cp-10-20	ES-wp-10-20	-0.27
EN-cp-10-20	ES-wp-20-30	-0.31
EN-cp-10-20	ES-wp-30-50	-0.33
EN-cp-10-20	ES-wp-50-70	-0.31
EN-cp-10-20	ES-wp-70-80	-0.30
EN-cp-10-20	ES-wp-80-90	-0.24
EN-cp-10-20	ES-wp-90-95	-0.09
EN-cp-10-20	ES-wp-95-100	-0.02
EN-cp-10-20	ES-np-0-5	0.14
EN-cp-10-20	ES-np-5-10	0.03
EN-cp-10-20	ES-np-10-20	-0.05
EN-cp-10-20	ES-np-20-30	-0.15
EN-cp-10-20	ES-np-30-50	-0.22
EN-cp-10-20	ES-np-50-70	-0.19
EN-cp-10-20	ES-np-70-80	-0.09
EN-cp-10-20	ES-np-80-90	0.01
EN-cp-10-20	ES-np-90-95	0.11
EN-cp-10-20	ES-np-95-100	0.13
EN-cp-10-20	ES-vo-0-5	0.36
EN-cp-10-20	ES-vo-5-10	0.26
EN-cp-10-20	ES-vo-10-20	0.17
EN-cp-10-20	ES-vo-20-30	0.00
EN-cp-10-20	ES-vo-30-50	-0.11
EN-cp-10-20	ES-vo-50-70	-0.12
EN-cp-10-20	ES-vo-70-80	-0.04
EN-cp-10-20	ES-vo-80-90	0.12
EN-cp-10-20	ES-vo-90-95	0.29
EN-cp-10-20	ES-vo-95-100	0.22
EN-cp-10-20	ES-le-0-5	-0.40
EN-cp-10-20	ES-le-5-10	-0.35
EN-cp-10-20	ES-le-10-20	-0.42
EN-cp-10-20	ES-le-20-30	-0.43
EN-cp-10-20	ES-le-30-50	-0.45
EN-cp-10-20	ES-le-50-70	-0.51
EN-cp-10-20	ES-le-70-80	-0.46
EN-cp-10-20	ES-le-80-90	-0.49
EN-cp-10-20	ES-le-90-95	-0.42
EN-cp-10-20	ES-le-95-100	-0.50
EN-cp-10-20	ES-cp-0-5	0.67
EN-cp-10-20	ES-cp-5-10	0.69
EN-cp-10-20	ES-cp-10-20	0.74
EN-cp-10-20	ES-cp-20-30	0.70
EN-cp-10-20	ES-cp-30-50	0.69
EN-cp-10-20	ES-cp-50-70	0.69
EN-cp-10-20	ES-cp-70-80	0.65
EN-cp-10-20	ES-cp-80-90	0.67
EN-cp-10-20	ES-cp-90-95	0.62
EN-cp-10-20	ES-cp-95-100	0.55
EN-cp-10-20	ES-pd-0-5	0.09
EN-cp-10-20	ES-pd-5-10	0.01
EN-cp-10-20	ES-pd-10-20	-0.03
EN-cp-10-20	ES-pd-20-30	-0.04
EN-cp-10-20	ES-pd-30-50	-0.02
EN-cp-10-20	ES-pd-50-70	-0.03
EN-cp-10-20	ES-pd-70-80	-0.07
EN-cp-10-20	ES-pd-80-90	-0.08
EN-cp-10-20	ES-pd-90-95	0.01
EN-cp-10-20	ES-pd-95-100	0.14
EN-cp-20-30	ES-cr-0-5	0.09
EN-cp-20-30	ES-cr-5-10	-0.05
EN-cp-20-30	ES-cr-10-20	-0.02
EN-cp-20-30	ES-cr-20-30	-0.02
EN-cp-20-30	ES-cr-30-50	-0.04
EN-cp-20-30	ES-cr-50-70	-0.06
EN-cp-20-30	ES-cr-70-80	-0.04
EN-cp-20-30	ES-cr-80-90	-0.01
EN-cp-20-30	ES-cr-90-95	0.10
EN-cp-20-30	ES-cr-95-100	0.14
EN-cp-20-30	ES-sr-0-5	0.50
EN-cp-20-30	ES-sr-5-10	0.43
EN-cp-20-30	ES-sr-10-20	0.52
EN-cp-20-30	ES-sr-20-30	0.52
EN-cp-20-30	ES-sr-30-50	0.57
EN-cp-20-30	ES-sr-50-70	0.59
EN-cp-20-30	ES-sr-70-80	0.54
EN-cp-20-30	ES-sr-80-90	0.54
EN-cp-20-30	ES-sr-90-95	0.48
EN-cp-20-30	ES-sr-95-100	0.38
EN-cp-20-30	ES-tl-0-5	0.09
EN-cp-20-30	ES-tl-5-10	0.04
EN-cp-20-30	ES-tl-10-20	-0.00
EN-cp-20-30	ES-tl-20-30	-0.03
EN-cp-20-30	ES-tl-30-50	0.04
EN-cp-20-30	ES-tl-50-70	0.00
EN-cp-20-30	ES-tl-70-80	0.03
EN-cp-20-30	ES-tl-80-90	0.11
EN-cp-20-30	ES-tl-90-95	0.20
EN-cp-20-30	ES-tl-95-100	0.19
EN-cp-20-30	ES-th-0-5	0.21
EN-cp-20-30	ES-th-5-10	0.12
EN-cp-20-30	ES-th-10-20	0.07
EN-cp-20-30	ES-th-20-30	0.02
EN-cp-20-30	ES-th-30-50	-0.10
EN-cp-20-30	ES-th-50-70	-0.10
EN-cp-20-30	ES-th-70-80	-0.10
EN-cp-20-30	ES-th-80-90	-0.08
EN-cp-20-30	ES-th-90-95	0.05
EN-cp-20-30	ES-th-95-100	0.13
EN-cp-20-30	ES-wp-0-5	-0.09
EN-cp-20-30	ES-wp-5-10	-0.22
EN-cp-20-30	ES-wp-10-20	-0.27
EN-cp-20-30	ES-wp-20-30	-0.30
EN-cp-20-30	ES-wp-30-50	-0.32
EN-cp-20-30	ES-wp-50-70	-0.31
EN-cp-20-30	ES-wp-70-80	-0.29
EN-cp-20-30	ES-wp-80-90	-0.24
EN-cp-20-30	ES-wp-90-95	-0.08
EN-cp-20-30	ES-wp-95-100	-0.02
EN-cp-20-30	ES-np-0-5	0.14
EN-cp-20-30	ES-np-5-10	0.02
EN-cp-20-30	ES-np-10-20	-0.06
EN-cp-20-30	ES-np-20-30	-0.11
EN-cp-20-30	ES-np-30-50	-0.18
EN-cp-20-30	ES-np-50-70	-0.18
EN-cp-20-30	ES-np-70-80	-0.09
EN-cp-20-30	ES-np-80-90	0.02
EN-cp-20-30	ES-np-90-95	0.12
EN-cp-20-30	ES-np-95-100	0.13
EN-cp-20-30	ES-vo-0-5	0.35
EN-cp-20-30	ES-vo-5-10	0.25
EN-cp-20-30	ES-vo-10-20	0.15
EN-cp-20-30	ES-vo-20-30	0.05
EN-cp-20-30	ES-vo-30-50	-0.06
EN-cp-20-30	ES-vo-50-70	-0.11
EN-cp-20-30	ES-vo-70-80	-0.05
EN-cp-20-30	ES-vo-80-90	0.12
EN-cp-20-30	ES-vo-90-95	0.29
EN-cp-20-30	ES-vo-95-100	0.19
EN-cp-20-30	ES-le-0-5	-0.39
EN-cp-20-30	ES-le-5-10	-0.34
EN-cp-20-30	ES-le-10-20	-0.37
EN-cp-20-30	ES-le-20-30	-0.40
EN-cp-20-30	ES-le-30-50	-0.43
EN-cp-20-30	ES-le-50-70	-0.49
EN-cp-20-30	ES-le-70-80	-0.45
EN-cp-20-30	ES-le-80-90	-0.48
EN-cp-20-30	ES-le-90-95	-0.41
EN-cp-20-30	ES-le-95-100	-0.49
EN-cp-20-30	ES-cp-0-5	0.66
EN-cp-20-30	ES-cp-5-10	0.65
EN-cp-20-30	ES-cp-10-20	0.69
EN-cp-20-30	ES-cp-20-30	0.70
EN-cp-20-30	ES-cp-30-50	0.69
EN-cp-20-30	ES-cp-50-70	0.67
EN-cp-20-30	ES-cp-70-80	0.63
EN-cp-20-30	ES-cp-80-90	0.66
EN-cp-20-30	ES-cp-90-95	0.61
EN-cp-20-30	ES-cp-95-100	0.54
EN-cp-20-30	ES-pd-0-5	0.10
EN-cp-20-30	ES-pd-5-10	-0.01
EN-cp-20-30	ES-pd-10-20	-0.04
EN-cp-20-30	ES-pd-20-30	-0.04
EN-cp-20-30	ES-pd-30-50	-0.02
EN-cp-20-30	ES-pd-50-70	-0.03
EN-cp-20-30	ES-pd-70-80	-0.08
EN-cp-20-30	ES-pd-80-90	-0.06
EN-cp-20-30	ES-pd-90-95	0.01
EN-cp-20-30	ES-pd-95-100	0.14
EN-cp-30-50	ES-cr-0-5	0.09
EN-cp-30-50	ES-cr-5-10	-0.05
EN-cp-30-50	ES-cr-10-20	-0.03
EN-cp-30-50	ES-cr-20-30	-0.03
EN-cp-30-50	ES-cr-30-50	-0.06
EN-cp-30-50	ES-cr-50-70	-0.06
EN-cp-30-50	ES-cr-70-80	-0.05
EN-cp-30-50	ES-cr-80-90	-0.03
EN-cp-30-50	ES-cr-90-95	0.10
EN-cp-30-50	ES-cr-95-100	0.15
EN-cp-30-50	ES-sr-0-5	0.53
EN-cp-30-50	ES-sr-5-10	0.46
EN-cp-30-50	ES-sr-10-20	0.56
EN-cp-30-50	ES-sr-20-30	0.57
EN-cp-30-50	ES-sr-30-50	0.62
EN-cp-30-50	ES-sr-50-70	0.62
EN-cp-30-50	ES-sr-70-80	0.56
EN-cp-30-50	ES-sr-80-90	0.58
EN-cp-30-50	ES-sr-90-95	0.51
EN-cp-30-50	ES-sr-95-100	0.40
EN-cp-30-50	ES-tl-0-5	0.08
EN-cp-30-50	ES-tl-5-10	0.04
EN-cp-30-50	ES-tl-10-20	-0.00
EN-cp-30-50	ES-tl-20-30	-0.02
EN-cp-30-50	ES-tl-30-50	0.06
EN-cp-30-50	ES-tl-50-70	0.01
EN-cp-30-50	ES-tl-70-80	0.05
EN-cp-30-50	ES-tl-80-90	0.13
EN-cp-30-50	ES-tl-90-95	0.21
EN-cp-30-50	ES-tl-95-100	0.22
EN-cp-30-50	ES-th-0-5	0.23
EN-cp-30-50	ES-th-5-10	0.12
EN-cp-30-50	ES-th-10-20	0.06
EN-cp-30-50	ES-th-20-30	-0.00
EN-cp-30-50	ES-th-30-50	-0.08
EN-cp-30-50	ES-th-50-70	-0.09
EN-cp-30-50	ES-th-70-80	-0.10
EN-cp-30-50	ES-th-80-90	-0.08
EN-cp-30-50	ES-th-90-95	0.04
EN-cp-30-50	ES-th-95-100	0.12
EN-cp-30-50	ES-wp-0-5	-0.10
EN-cp-30-50	ES-wp-5-10	-0.24
EN-cp-30-50	ES-wp-10-20	-0.28
EN-cp-30-50	ES-wp-20-30	-0.31
EN-cp-30-50	ES-wp-30-50	-0.33
EN-cp-30-50	ES-wp-50-70	-0.32
EN-cp-30-50	ES-wp-70-80	-0.30
EN-cp-30-50	ES-wp-80-90	-0.24
EN-cp-30-50	ES-wp-90-95	-0.08
EN-cp-30-50	ES-wp-95-100	-0.02
EN-cp-30-50	ES-np-0-5	0.15
EN-cp-30-50	ES-np-5-10	0.01
EN-cp-30-50	ES-np-10-20	-0.09
EN-cp-30-50	ES-np-20-30	-0.14
EN-cp-30-50	ES-np-30-50	-0.17
EN-cp-30-50	ES-np-50-70	-0.17
EN-cp-30-50	ES-np-70-80	-0.07
EN-cp-30-50	ES-np-80-90	0.03
EN-cp-30-50	ES-np-90-95	0.13
EN-cp-30-50	ES-np-95-100	0.15
EN-cp-30-50	ES-vo-0-5	0.36
EN-cp-30-50	ES-vo-5-10	0.24
EN-cp-30-50	ES-vo-10-20	0.13
EN-cp-30-50	ES-vo-20-30	0.00
EN-cp-30-50	ES-vo-30-50	-0.03
EN-cp-30-50	ES-vo-50-70	-0.10
EN-cp-30-50	ES-vo-70-80	-0.03
EN-cp-30-50	ES-vo-80-90	0.12
EN-cp-30-50	ES-vo-90-95	0.31
EN-cp-30-50	ES-vo-95-100	0.22
EN-cp-30-50	ES-le-0-5	-0.42
EN-cp-30-50	ES-le-5-10	-0.37
EN-cp-30-50	ES-le-10-20	-0.40
EN-cp-30-50	ES-le-20-30	-0.42
EN-cp-30-50	ES-le-30-50	-0.46
EN-cp-30-50	ES-le-50-70	-0.53
EN-cp-30-50	ES-le-70-80	-0.50
EN-cp-30-50	ES-le-80-90	-0.50
EN-cp-30-50	ES-le-90-95	-0.44
EN-cp-30-50	ES-le-95-100	-0.52
EN-cp-30-50	ES-cp-0-5	0.70
EN-cp-30-50	ES-cp-5-10	0.68
EN-cp-30-50	ES-cp-10-20	0.72
EN-cp-30-50	ES-cp-20-30	0.70
EN-cp-30-50	ES-cp-30-50	0.75
EN-cp-30-50	ES-cp-50-70	0.73
EN-cp-30-50	ES-cp-70-80	0.69
EN-cp-30-50	ES-cp-80-90	0.70
EN-cp-30-50	ES-cp-90-95	0.66
EN-cp-30-50	ES-cp-95-100	0.59
EN-cp-30-50	ES-pd-0-5	0.12
EN-cp-30-50	ES-pd-5-10	-0.00
EN-cp-30-50	ES-pd-10-20	-0.04
EN-cp-30-50	ES-pd-20-30	-0.04
EN-cp-30-50	ES-pd-30-50	-0.01
EN-cp-30-50	ES-pd-50-70	-0.02
EN-cp-30-50	ES-pd-70-80	-0.08
EN-cp-30-50	ES-pd-80-90	-0.07
EN-cp-30-50	ES-pd-90-95	0.00
EN-cp-30-50	ES-pd-95-100	0.11
EN-cp-50-70	ES-cr-0-5	0.09
EN-cp-50-70	ES-cr-5-10	-0.05
EN-cp-50-70	ES-cr-10-20	-0.02
EN-cp-50-70	ES-cr-20-30	-0.02
EN-cp-50-70	ES-cr-30-50	-0.06
EN-cp-50-70	ES-cr-50-70	-0.04
EN-cp-50-70	ES-cr-70-80	-0.02
EN-cp-50-70	ES-cr-80-90	-0.01
EN-cp-50-70	ES-cr-90-95	0.11
EN-cp-50-70	ES-cr-95-100	0.16
EN-cp-50-70	ES-sr-0-5	0.53
EN-cp-50-70	ES-sr-5-10	0.45
EN-cp-50-70	ES-sr-10-20	0.57
EN-cp-50-70	ES-sr-20-30	0.58
EN-cp-50-70	ES-sr-30-50	0.62
EN-cp-50-70	ES-sr-50-70	0.61
EN-cp-50-70	ES-sr-70-80	0.56
EN-cp-50-70	ES-sr-80-90	0.56
EN-cp-50-70	ES-sr-90-95	0.51
EN-cp-50-70	ES-sr-95-100	0.40
EN-cp-50-70	ES-tl-0-5	0.08
EN-cp-50-70	ES-tl-5-10	0.03
EN-cp-50-70	ES-tl-10-20	-0.01
EN-cp-50-70	ES-tl-20-30	-0.03
EN-cp-50-70	ES-tl-30-50	0.02
EN-cp-50-70	ES-tl-50-70	0.02
EN-cp-50-70	ES-tl-70-80	0.05
EN-cp-50-70	ES-tl-80-90	0.13
EN-cp-50-70	ES-tl-90-95	0.21
EN-cp-50-70	ES-tl-95-100	0.22
EN-cp-50-70	ES-th-0-5	0.22
EN-cp-50-70	ES-th-5-10	0.12
EN-cp-50-70	ES-th-10-20	0.05
EN-cp-50-70	ES-th-20-30	-0.02
EN-cp-50-70	ES-th-30-50	-0.08
EN-cp-50-70	ES-th-50-70	-0.06
EN-cp-50-70	ES-th-70-80	-0.08
EN-cp-50-70	ES-th-80-90	-0.08
EN-cp-50-70	ES-th-90-95	0.05
EN-cp-50-70	ES-th-95-100	0.15
EN-cp-50-70	ES-wp-0-5	-0.11
EN-cp-50-70	ES-wp-5-10	-0.24
EN-cp-50-70	ES-wp-10-20	-0.28
EN-cp-50-70	ES-wp-20-30	-0.31
EN-cp-50-70	ES-wp-30-50	-0.33
EN-cp-50-70	ES-wp-50-70	-0.30
EN-cp-50-70	ES-wp-70-80	-0.28
EN-cp-50-70	ES-wp-80-90	-0.23
EN-cp-50-70	ES-wp-90-95	-0.08
EN-cp-50-70	ES-wp-95-100	0.00
EN-cp-50-70	ES-np-0-5	0.13
EN-cp-50-70	ES-np-5-10	0.00
EN-cp-50-70	ES-np-10-20	-0.11
EN-cp-50-70	ES-np-20-30	-0.18
EN-cp-50-70	ES-np-30-50	-0.19
EN-cp-50-70	ES-np-50-70	-0.14
EN-cp-50-70	ES-np-70-80	-0.04
EN-cp-50-70	ES-np-80-90	0.04
EN-cp-50-70	ES-np-90-95	0.14
EN-cp-50-70	ES-np-95-100	0.17
EN-cp-50-70	ES-vo-0-5	0.36
EN-cp-50-70	ES-vo-5-10	0.23
EN-cp-50-70	ES-vo-10-20	0.09
EN-cp-50-70	ES-vo-20-30	-0.04
EN-cp-50-70	ES-vo-30-50	-0.07
EN-cp-50-70	ES-vo-50-70	-0.03
EN-cp-50-70	ES-vo-70-80	0.00
EN-cp-50-70	ES-vo-80-90	0.14
EN-cp-50-70	ES-vo-90-95	0.32
EN-cp-50-70	ES-vo-95-100	0.23
EN-cp-50-70	ES-le-0-5	-0.42
EN-cp-50-70	ES-le-5-10	-0.37
EN-cp-50-70	ES-le-10-20	-0.40
EN-cp-50-70	ES-le-20-30	-0.42
EN-cp-50-70	ES-le-30-50	-0.46
EN-cp-50-70	ES-le-50-70	-0.53
